,Metric,Condition,participant1,participant2,r
0,slipperiness,walking,PPT_002,PPT_016,0.22370370370370368
0,slipperiness,walking,PPT_002,PPT_017,0.7591130520285424
0,slipperiness,walking,PPT_002,PPT_018,0.5463307653778738
0,slipperiness,walking,PPT_002,PPT_019,0.32839149126512635
0,slipperiness,walking,PPT_002,PPT_020,0.32961225791958354
0,slipperiness,walking,PPT_003,PPT_004,-0.1586457521892895
0,slipperiness,walking,PPT_003,PPT_005,0.1869387330889663
0,slipperiness,walking,PPT_003,PPT_006,0.30120422729758184
0,slipperiness,walking,PPT_003,PPT_007,0.08782799298456004
0,slipperiness,walking,PPT_003,PPT_008,0.06950194857816491
0,slipperiness,walking,PPT_003,PPT_009,-0.010560772572652718
0,slipperiness,walking,PPT_003,PPT_010,-0.04453897095377776
0,slipperiness,walking,PPT_003,PPT_011,0.12038492141849175
0,slipperiness,walking,PPT_003,PPT_012,0.3445093021909743
0,slipperiness,walking,PPT_003,PPT_013,0.37450511360820476
0,slipperiness,walking,PPT_003,PPT_014,0.0595490319114046
0,slipperiness,walking,PPT_003,PPT_015,0.4595826874278271
0,slipperiness,walking,PPT_003,PPT_016,0.22907265187138978
0,slipperiness,walking,PPT_003,PPT_017,0.46516344106402474
0,slipperiness,walking,PPT_003,PPT_018,0.22016361224239914
0,slipperiness,walking,PPT_003,PPT_019,0.490261239632559
0,slipperiness,walking,PPT_003,PPT_020,-0.10138356499504401
0,slipperiness,walking,PPT_004,PPT_005,0.6627322516299
0,slipperiness,walking,PPT_004,PPT_006,0.5291945273935067
0,slipperiness,walking,PPT_004,PPT_007,0.6300979257864853
0,slipperiness,walking,PPT_004,PPT_008,0.41198224852071
0,slipperiness,walking,PPT_004,PPT_009,0.864845847465815
0,slipperiness,walking,PPT_004,PPT_010,0.7531413734832169
0,slipperiness,walking,PPT_004,PPT_011,0.7954059698457632
0,slipperiness,walking,PPT_004,PPT_012,0.09212572956874589
0,slipperiness,walking,PPT_004,PPT_013,0.6170377141707025
0,slipperiness,walking,PPT_004,PPT_014,0.6464960494741563
0,slipperiness,walking,PPT_004,PPT_015,0.186805502703758
0,slipperiness,walking,PPT_004,PPT_016,0.7268691850566827
0,slipperiness,walking,PPT_004,PPT_017,0.5230364001322347
0,slipperiness,walking,PPT_004,PPT_018,0.6340747699041073
0,slipperiness,walking,PPT_004,PPT_019,0.46074124635555463
0,slipperiness,walking,PPT_004,PPT_020,0.706863628639835
0,slipperiness,walking,PPT_005,PPT_006,0.5907086071180728
0,slipperiness,walking,PPT_005,PPT_007,0.5258927526369851
0,slipperiness,walking,PPT_005,PPT_008,0.5121783770948224
0,slipperiness,walking,PPT_005,PPT_009,0.7612382317507395
0,slipperiness,walking,PPT_005,PPT_010,0.5368737403020687
0,slipperiness,walking,PPT_005,PPT_011,0.7581435604119687
0,slipperiness,walking,PPT_005,PPT_012,0.28540294183142495
0,slipperiness,walking,PPT_005,PPT_013,0.6858879059526618
0,slipperiness,walking,PPT_005,PPT_014,0.40427098674521356
0,slipperiness,walking,PPT_005,PPT_015,0.3002988151485457
0,slipperiness,walking,PPT_005,PPT_016,0.7245231025079509
0,slipperiness,walking,PPT_005,PPT_017,0.589338542223332
0,slipperiness,walking,PPT_005,PPT_018,0.8736201560733257
0,slipperiness,walking,PPT_005,PPT_019,0.7006699728912967
0,slipperiness,walking,PPT_005,PPT_020,0.4126757341111636
0,slipperiness,walking,PPT_006,PPT_007,0.6688918250460055
0,slipperiness,walking,PPT_006,PPT_008,0.46858845023391504
0,slipperiness,walking,PPT_006,PPT_009,0.38081191182363083
0,slipperiness,walking,PPT_006,PPT_010,0.48375184638109303
0,slipperiness,walking,PPT_006,PPT_011,0.4548168112715917
0,slipperiness,walking,PPT_006,PPT_012,0.44544031327079914
0,slipperiness,walking,PPT_006,PPT_013,0.8601057475207582
0,slipperiness,walking,PPT_006,PPT_014,0.6091452053427318
0,slipperiness,walking,PPT_006,PPT_015,0.549632042285865
0,slipperiness,walking,PPT_006,PPT_016,0.580621937062619
0,slipperiness,walking,PPT_006,PPT_017,0.6406916505878327
0,slipperiness,walking,PPT_006,PPT_018,0.788306902848199
0,slipperiness,walking,PPT_006,PPT_019,0.7927480684980482
0,slipperiness,walking,PPT_006,PPT_020,0.5290046078942462
0,slipperiness,walking,PPT_007,PPT_008,0.7301723022349271
0,slipperiness,walking,PPT_007,PPT_009,0.38046152494182667
0,slipperiness,walking,PPT_007,PPT_010,0.8681519589744391
0,slipperiness,walking,PPT_007,PPT_011,0.3320950965824666
0,slipperiness,walking,PPT_007,PPT_012,0.702905700099962
0,slipperiness,walking,PPT_007,PPT_013,0.6154418919444229
0,slipperiness,walking,PPT_007,PPT_014,0.7322557315198528
0,slipperiness,walking,PPT_007,PPT_015,0.7488855869242199
0,slipperiness,walking,PPT_007,PPT_016,0.42878385473158465
0,slipperiness,walking,PPT_007,PPT_017,0.8399127433397853
0,slipperiness,walking,PPT_007,PPT_018,0.6651820689773256
0,slipperiness,walking,PPT_007,PPT_019,0.4075724953890087
0,slipperiness,walking,PPT_007,PPT_020,0.6232741392461325
0,slipperiness,walking,PPT_008,PPT_009,0.2075334612620786
0,slipperiness,walking,PPT_008,PPT_010,0.48706591278257105
0,slipperiness,walking,PPT_008,PPT_011,0.2572282120563652
0,slipperiness,walking,PPT_008,PPT_012,0.6894570729015822
0,slipperiness,walking,PPT_008,PPT_013,0.4585190216946758
0,slipperiness,walking,PPT_008,PPT_014,0.336532190137232
0,slipperiness,walking,PPT_008,PPT_015,0.6174959672707556
0,slipperiness,walking,PPT_008,PPT_016,0.28867513459481287
0,slipperiness,walking,PPT_008,PPT_017,0.7162032524537988
0,slipperiness,walking,PPT_008,PPT_018,0.5422228172544469
0,slipperiness,walking,PPT_008,PPT_019,0.4570375385874232
0,slipperiness,walking,PPT_008,PPT_020,0.4098305080943725
0,slipperiness,walking,PPT_009,PPT_010,0.5357935038448759
0,slipperiness,walking,PPT_009,PPT_011,0.8371633943758872
0,slipperiness,walking,PPT_009,PPT_012,-0.06676675443725566
0,slipperiness,walking,PPT_009,PPT_013,0.4837299277466926
0,slipperiness,walking,PPT_009,PPT_014,0.5084747143349566
0,slipperiness,walking,PPT_009,PPT_015,-0.011843160309473202
0,slipperiness,walking,PPT_009,PPT_016,0.7583167199710228
0,slipperiness,walking,PPT_009,PPT_017,0.33012450805087523
0,slipperiness,walking,PPT_009,PPT_018,0.5717480644467788
0,slipperiness,walking,PPT_009,PPT_019,0.4711559082181088
0,slipperiness,walking,PPT_009,PPT_020,0.5856806636160198
0,slipperiness,walking,PPT_010,PPT_011,0.5244467465476987
0,slipperiness,walking,PPT_010,PPT_012,0.498893150863295
0,slipperiness,walking,PPT_010,PPT_013,0.6158416367790627
0,slipperiness,walking,PPT_010,PPT_014,0.8171100333168847
0,slipperiness,walking,PPT_010,PPT_015,0.6000026337621976
0,slipperiness,walking,PPT_010,PPT_016,0.5155331084492298
0,slipperiness,walking,PPT_010,PPT_017,0.7208709069765766
0,slipperiness,walking,PPT_010,PPT_018,0.6128808596791632
0,slipperiness,walking,PPT_010,PPT_019,0.28867576724018557
0,slipperiness,walking,PPT_010,PPT_020,0.6725271648655545
0,slipperiness,walking,PPT_011,PPT_012,0.016381276909109285
0,slipperiness,walking,PPT_011,PPT_013,0.7060135575864248
0,slipperiness,walking,PPT_011,PPT_014,0.5170169255882597
0,slipperiness,walking,PPT_011,PPT_015,0.11218424962852898
0,slipperiness,walking,PPT_011,PPT_016,0.8657279558334936
0,slipperiness,walking,PPT_011,PPT_017,0.42516859614097274
0,slipperiness,walking,PPT_011,PPT_018,0.7037863854804739
0,slipperiness,walking,PPT_011,PPT_019,0.5968821243948325
0,slipperiness,walking,PPT_011,PPT_020,0.474803757829581
0,slipperiness,walking,PPT_012,PPT_013,0.3712814062598695
0,slipperiness,walking,PPT_012,PPT_014,0.4551620942454412
0,slipperiness,walking,PPT_012,PPT_015,0.9344773873150978
0,slipperiness,walking,PPT_012,PPT_016,0.022304986837273527
0,slipperiness,walking,PPT_012,PPT_017,0.7664179104477614
0,slipperiness,walking,PPT_012,PPT_018,0.44643054860906156
0,slipperiness,walking,PPT_012,PPT_019,0.24851300539237756
0,slipperiness,walking,PPT_012,PPT_020,0.3066689190581434
0,slipperiness,walking,PPT_013,PPT_014,0.6637148055447094
0,slipperiness,walking,PPT_013,PPT_015,0.5478843380639132
0,slipperiness,walking,PPT_013,PPT_016,0.7776132603546672
0,slipperiness,walking,PPT_013,PPT_017,0.6971757067444845
0,slipperiness,walking,PPT_013,PPT_018,0.849406528189911
0,slipperiness,walking,PPT_013,PPT_019,0.8605341246290802
0,slipperiness,walking,PPT_013,PPT_020,0.5203903437380505
0,slipperiness,walking,PPT_014,PPT_015,0.5650943221021895
0,slipperiness,walking,PPT_014,PPT_016,0.49261662525260264
0,slipperiness,walking,PPT_014,PPT_017,0.589338542223332
0,slipperiness,walking,PPT_014,PPT_018,0.5587621302804012
0,slipperiness,walking,PPT_014,PPT_019,0.4094632542001882
0,slipperiness,walking,PPT_014,PPT_020,0.8493616927524313
0,slipperiness,walking,PPT_015,PPT_016,0.18100910130537481
0,slipperiness,walking,PPT_015,PPT_017,0.8272544839100188
0,slipperiness,walking,PPT_015,PPT_018,0.524870226302421
0,slipperiness,walking,PPT_015,PPT_019,0.3407573322104826
0,slipperiness,walking,PPT_015,PPT_020,0.32407240613765054
0,slipperiness,walking,PPT_016,PPT_017,0.4304862459593792
0,slipperiness,walking,PPT_016,PPT_018,0.7531506887705833
0,slipperiness,walking,PPT_016,PPT_019,0.6716087834903035
0,slipperiness,walking,PPT_016,PPT_020,0.326602100313012
0,slipperiness,walking,PPT_017,PPT_018,0.7150329286888468
0,slipperiness,walking,PPT_017,PPT_019,0.5892883241639612
0,slipperiness,walking,PPT_017,PPT_020,0.5053239084972856
0,slipperiness,walking,PPT_018,PPT_019,0.7485163204747775
0,slipperiness,walking,PPT_018,PPT_020,0.41495669956536296
0,slipperiness,walking,PPT_019,PPT_020,0.4526115724841798
0,roughness,sitting,PPT_001,PPT_002,0.9049395732561996
0,roughness,sitting,PPT_001,PPT_003,0.8888322461298549
0,roughness,sitting,PPT_001,PPT_004,0.4907897034109356
0,roughness,sitting,PPT_001,PPT_005,0.7682121285053645
0,roughness,sitting,PPT_001,PPT_006,0.8803631488594837
0,roughness,sitting,PPT_001,PPT_007,0.796463642264577
0,roughness,sitting,PPT_001,PPT_008,0.5526911074447473
0,roughness,sitting,PPT_001,PPT_009,0.32842450934373235
0,roughness,sitting,PPT_001,PPT_010,0.705449955047748
0,roughness,sitting,PPT_001,PPT_011,0.3769451779263947
0,roughness,sitting,PPT_001,PPT_012,0.6725535301282597
0,roughness,sitting,PPT_001,PPT_013,0.547909704729306
0,roughness,sitting,PPT_001,PPT_014,0.8752827118754609
0,roughness,sitting,PPT_001,PPT_015,0.8248447422859932
0,roughness,sitting,PPT_001,PPT_016,0.45504688678523264
0,roughness,sitting,PPT_001,PPT_017,0.6421214622146516
0,roughness,sitting,PPT_001,PPT_018,0.5780401837099175
0,roughness,sitting,PPT_001,PPT_019,0.8542010417077458
0,roughness,sitting,PPT_001,PPT_020,0.8044665151591406
0,roughness,sitting,PPT_002,PPT_003,0.8466337315391274
0,roughness,sitting,PPT_002,PPT_004,0.5967503692762186
0,roughness,sitting,PPT_002,PPT_005,0.8517708379792435
0,roughness,sitting,PPT_002,PPT_006,0.9348653692932165
0,roughness,sitting,PPT_002,PPT_007,0.8832227098257549
0,roughness,sitting,PPT_002,PPT_008,0.7230428360413589
0,roughness,sitting,PPT_002,PPT_009,0.42952041217316494
0,roughness,sitting,PPT_002,PPT_010,0.7859780738220288
0,roughness,sitting,PPT_002,PPT_011,0.4296315155334255
0,roughness,sitting,PPT_002,PPT_012,0.669617247519613
0,roughness,sitting,PPT_002,PPT_013,0.6279935737942878
0,roughness,sitting,PPT_002,PPT_014,0.8461547719740586
0,roughness,sitting,PPT_002,PPT_015,0.7459292002451023
0,roughness,sitting,PPT_002,PPT_016,0.5633608238644171
0,roughness,sitting,PPT_002,PPT_017,0.4560886850910928
0,roughness,sitting,PPT_002,PPT_018,0.6694193274570495
0,roughness,sitting,PPT_002,PPT_019,0.8397709299806771
0,roughness,sitting,PPT_002,PPT_020,0.8686086108780583
0,roughness,sitting,PPT_003,PPT_004,0.44165685376488517
0,roughness,sitting,PPT_003,PPT_005,0.885001714979098
0,roughness,sitting,PPT_003,PPT_006,0.9002820575387076
0,roughness,sitting,PPT_003,PPT_007,0.7648560233282535
0,roughness,sitting,PPT_003,PPT_008,0.5157653766847556
0,roughness,sitting,PPT_003,PPT_009,0.24385409340077321
0,roughness,sitting,PPT_003,PPT_010,0.7128618129169842
0,roughness,sitting,PPT_003,PPT_011,0.2522661866647606
0,roughness,sitting,PPT_003,PPT_012,0.6405797886292964
0,roughness,sitting,PPT_003,PPT_013,0.5414879846925007
0,roughness,sitting,PPT_003,PPT_014,0.9056123676648853
0,roughness,sitting,PPT_003,PPT_015,0.8641618477712484
0,roughness,sitting,PPT_003,PPT_016,0.40332740432872527
0,roughness,sitting,PPT_003,PPT_017,0.7884117007497391
0,roughness,sitting,PPT_003,PPT_018,0.5660456351526256
0,roughness,sitting,PPT_003,PPT_019,0.8316127974108428
0,roughness,sitting,PPT_003,PPT_020,0.8194411617890182
0,roughness,sitting,PPT_004,PPT_005,0.4550152441845829
0,roughness,sitting,PPT_004,PPT_006,0.5817927001302202
0,roughness,sitting,PPT_004,PPT_007,0.7627496540085179
0,roughness,sitting,PPT_004,PPT_008,0.6203840472673561
0,roughness,sitting,PPT_004,PPT_009,0.9365316203569526
0,roughness,sitting,PPT_004,PPT_010,0.7512917175125119
0,roughness,sitting,PPT_004,PPT_011,0.8414851752516747
0,roughness,sitting,PPT_004,PPT_012,0.6600302164427905
0,roughness,sitting,PPT_004,PPT_013,0.8839530398905378
0,roughness,sitting,PPT_004,PPT_014,0.5266277951446938
0,roughness,sitting,PPT_004,PPT_015,0.627410161477261
0,roughness,sitting,PPT_004,PPT_016,0.8651612652203549
0,roughness,sitting,PPT_004,PPT_017,0.011070113715803222
0,roughness,sitting,PPT_004,PPT_018,0.8704685136788552
0,roughness,sitting,PPT_004,PPT_019,0.6097983254806684
0,roughness,sitting,PPT_004,PPT_020,0.48330273989881706
0,roughness,sitting,PPT_005,PPT_006,0.895793256481278
0,roughness,sitting,PPT_005,PPT_007,0.7483413175420027
0,roughness,sitting,PPT_005,PPT_008,0.7337766093414262
0,roughness,sitting,PPT_005,PPT_009,0.24981583791239179
0,roughness,sitting,PPT_005,PPT_010,0.669123247269769
0,roughness,sitting,PPT_005,PPT_011,0.22485428523437903
0,roughness,sitting,PPT_005,PPT_012,0.4270986745213549
0,roughness,sitting,PPT_005,PPT_013,0.49259015607082335
0,roughness,sitting,PPT_005,PPT_014,0.7954244458726433
0,roughness,sitting,PPT_005,PPT_015,0.7403919063145178
0,roughness,sitting,PPT_005,PPT_016,0.4308269459204054
0,roughness,sitting,PPT_005,PPT_017,0.6064850578227092
0,roughness,sitting,PPT_005,PPT_018,0.5740045076843906
0,roughness,sitting,PPT_005,PPT_019,0.7244571647916602
0,roughness,sitting,PPT_005,PPT_020,0.8851197728486269
0,roughness,sitting,PPT_006,PPT_007,0.9014824707631992
0,roughness,sitting,PPT_006,PPT_008,0.6935620356514203
0,roughness,sitting,PPT_006,PPT_009,0.4149426444432638
0,roughness,sitting,PPT_006,PPT_010,0.8417196602075476
0,roughness,sitting,PPT_006,PPT_011,0.43429856066041905
0,roughness,sitting,PPT_006,PPT_012,0.7021481795851603
0,roughness,sitting,PPT_006,PPT_013,0.6666757496003861
0,roughness,sitting,PPT_006,PPT_014,0.8984435381790815
0,roughness,sitting,PPT_006,PPT_015,0.8582036514930674
0,roughness,sitting,PPT_006,PPT_016,0.5810437451161912
0,roughness,sitting,PPT_006,PPT_017,0.5562154520879401
0,roughness,sitting,PPT_006,PPT_018,0.6253842796142092
0,roughness,sitting,PPT_006,PPT_019,0.9182178974782977
0,roughness,sitting,PPT_006,PPT_020,0.8950932499611685
0,roughness,sitting,PPT_007,PPT_008,0.6688841442613458
0,roughness,sitting,PPT_007,PPT_009,0.6536196199891088
0,roughness,sitting,PPT_007,PPT_010,0.9350084055437422
0,roughness,sitting,PPT_007,PPT_011,0.70274451017128
0,roughness,sitting,PPT_007,PPT_012,0.8044300158982082
0,roughness,sitting,PPT_007,PPT_013,0.825781759387081
0,roughness,sitting,PPT_007,PPT_014,0.8319765417553069
0,roughness,sitting,PPT_007,PPT_015,0.7768736779108665
0,roughness,sitting,PPT_007,PPT_016,0.754686091482149
0,roughness,sitting,PPT_007,PPT_017,0.3574597695759646
0,roughness,sitting,PPT_007,PPT_018,0.6945051237771768
0,roughness,sitting,PPT_007,PPT_019,0.8604365143104327
0,roughness,sitting,PPT_007,PPT_020,0.7890122967903881
0,roughness,sitting,PPT_008,PPT_009,0.5025831626974663
0,roughness,sitting,PPT_008,PPT_010,0.5793359511270353
0,roughness,sitting,PPT_008,PPT_011,0.48296508297895413
0,roughness,sitting,PPT_008,PPT_012,0.3038351387423795
0,roughness,sitting,PPT_008,PPT_013,0.5677240483472057
0,roughness,sitting,PPT_008,PPT_014,0.48003011102374477
0,roughness,sitting,PPT_008,PPT_015,0.5385208824013799
0,roughness,sitting,PPT_008,PPT_016,0.5320630003163939
0,roughness,sitting,PPT_008,PPT_017,0.053874553416909006
0,roughness,sitting,PPT_008,PPT_018,0.7952612254995871
0,roughness,sitting,PPT_008,PPT_019,0.4911027876742122
0,roughness,sitting,PPT_008,PPT_020,0.7527941294276506
0,roughness,sitting,PPT_009,PPT_010,0.6762536873156341
0,roughness,sitting,PPT_009,PPT_011,0.9163645289454891
0,roughness,sitting,PPT_009,PPT_012,0.5718498236578643
0,roughness,sitting,PPT_009,PPT_013,0.8550471835489581
0,roughness,sitting,PPT_009,PPT_014,0.3680718582315491
0,roughness,sitting,PPT_009,PPT_015,0.47964799253366475
0,roughness,sitting,PPT_009,PPT_016,0.8823942818494621
0,roughness,sitting,PPT_009,PPT_017,-0.191740412979351
0,roughness,sitting,PPT_009,PPT_018,0.7522621283929154
0,roughness,sitting,PPT_009,PPT_019,0.511496878921317
0,roughness,sitting,PPT_009,PPT_020,0.34941268155497124
0,roughness,sitting,PPT_010,PPT_011,0.7379769267840489
0,roughness,sitting,PPT_010,PPT_012,0.7582905522473484
0,roughness,sitting,PPT_010,PPT_013,0.8899925901809589
0,roughness,sitting,PPT_010,PPT_014,0.8684426373937152
0,roughness,sitting,PPT_010,PPT_015,0.8082956911215461
0,roughness,sitting,PPT_010,PPT_016,0.7900593527782948
0,roughness,sitting,PPT_010,PPT_017,0.32522123893805305
0,roughness,sitting,PPT_010,PPT_018,0.652555773096525
0,roughness,sitting,PPT_010,PPT_019,0.8769576924114753
0,roughness,sitting,PPT_010,PPT_020,0.7737524986450849
0,roughness,sitting,PPT_011,PPT_012,0.5784080626752777
0,roughness,sitting,PPT_011,PPT_013,0.8343367220629718
0,roughness,sitting,PPT_011,PPT_014,0.433234898206307
0,roughness,sitting,PPT_011,PPT_015,0.48291233283803864
0,roughness,sitting,PPT_011,PPT_016,0.855770154732931
0,roughness,sitting,PPT_011,PPT_017,-0.19097095999025537
0,roughness,sitting,PPT_011,PPT_018,0.6504943258625864
0,roughness,sitting,PPT_011,PPT_019,0.5461315570656393
0,roughness,sitting,PPT_011,PPT_020,0.40283049126491466
0,roughness,sitting,PPT_012,PPT_013,0.7533731798730239
0,roughness,sitting,PPT_012,PPT_014,0.7252616581679998
0,roughness,sitting,PPT_012,PPT_015,0.7159833819305227
0,roughness,sitting,PPT_012,PPT_016,0.5238379446078848
0,roughness,sitting,PPT_012,PPT_017,0.3758291366823593
0,roughness,sitting,PPT_012,PPT_018,0.5859009741648961
0,roughness,sitting,PPT_012,PPT_019,0.7763099270978115
0,roughness,sitting,PPT_012,PPT_020,0.4588686259575377
0,roughness,sitting,PPT_013,PPT_014,0.7094015766290348
0,roughness,sitting,PPT_013,PPT_015,0.7820973924168106
0,roughness,sitting,PPT_013,PPT_016,0.8355865275038534
0,roughness,sitting,PPT_013,PPT_017,0.08996583409515123
0,roughness,sitting,PPT_013,PPT_018,0.7989499622514616
0,roughness,sitting,PPT_013,PPT_019,0.7107655080183309
0,roughness,sitting,PPT_013,PPT_020,0.6005998664682599
0,roughness,sitting,PPT_014,PPT_015,0.912463912318078
0,roughness,sitting,PPT_014,PPT_016,0.5395672637217722
0,roughness,sitting,PPT_014,PPT_017,0.6511472030160537
0,roughness,sitting,PPT_014,PPT_018,0.5548223389769268
0,roughness,sitting,PPT_014,PPT_019,0.9034215226824394
0,roughness,sitting,PPT_014,PPT_020,0.8386675050814848
0,roughness,sitting,PPT_015,PPT_016,0.5979180120404759
0,roughness,sitting,PPT_015,PPT_017,0.5817952502028712
0,roughness,sitting,PPT_015,PPT_018,0.7012791871239594
0,roughness,sitting,PPT_015,PPT_019,0.864584290613451
0,roughness,sitting,PPT_015,PPT_020,0.7974703440752748
0,roughness,sitting,PPT_016,PPT_017,-0.022339095743024357
0,roughness,sitting,PPT_016,PPT_018,0.6942150719662405
0,roughness,sitting,PPT_016,PPT_019,0.6534497035984019
0,roughness,sitting,PPT_016,PPT_020,0.6000042082671408
0,roughness,sitting,PPT_017,PPT_018,0.12202867364632851
0,roughness,sitting,PPT_017,PPT_019,0.5174272775175062
0,roughness,sitting,PPT_017,PPT_020,0.4421442849400486
0,roughness,sitting,PPT_018,PPT_019,0.5564735995893392
0,roughness,sitting,PPT_018,PPT_020,0.6190147505115716
0,roughness,sitting,PPT_019,PPT_020,0.817300749243545
0,hardness,sitting,PPT_001,PPT_002,0.8815307758136272
0,hardness,sitting,PPT_001,PPT_003,0.6186162569862862
0,hardness,sitting,PPT_001,PPT_004,0.8238764211977994
0,hardness,sitting,PPT_001,PPT_005,0.8415624982181457
0,hardness,sitting,PPT_001,PPT_006,0.7452135493372607
0,hardness,sitting,PPT_001,PPT_007,0.6263818944705988
0,hardness,sitting,PPT_001,PPT_008,0.8067855383110758
0,hardness,sitting,PPT_001,PPT_009,0.7463134961341944
0,hardness,sitting,PPT_001,PPT_010,0.9233048390909204
0,hardness,sitting,PPT_001,PPT_011,0.8554675191518556
0,hardness,sitting,PPT_001,PPT_012,0.8718703976435935
0,hardness,sitting,PPT_001,PPT_013,0.7479736739854798
0,hardness,sitting,PPT_001,PPT_014,0.8767549164101572
0,hardness,sitting,PPT_001,PPT_015,0.9092273207216445
0,hardness,sitting,PPT_001,PPT_016,0.9211498448097041
0,hardness,sitting,PPT_001,PPT_017,0.5326556064742315
0,hardness,sitting,PPT_001,PPT_018,0.849668616852471
0,hardness,sitting,PPT_001,PPT_019,0.7126051048359683
0,hardness,sitting,PPT_001,PPT_020,0.8095960802204901
0,hardness,sitting,PPT_002,PPT_003,0.5602086099193803
0,hardness,sitting,PPT_002,PPT_004,0.7098682219895919
0,hardness,sitting,PPT_002,PPT_005,0.8512527641285977
0,hardness,sitting,PPT_002,PPT_006,0.7211186646889437
0,hardness,sitting,PPT_002,PPT_007,0.4874821192501139
0,hardness,sitting,PPT_002,PPT_008,0.7634506497503442
0,hardness,sitting,PPT_002,PPT_009,0.6411216846359069
0,hardness,sitting,PPT_002,PPT_010,0.8002967235799942
0,hardness,sitting,PPT_002,PPT_011,0.88595023216421
0,hardness,sitting,PPT_002,PPT_012,0.9403976055841532
0,hardness,sitting,PPT_002,PPT_013,0.7525781357607498
0,hardness,sitting,PPT_002,PPT_014,0.7876140462394151
0,hardness,sitting,PPT_002,PPT_015,0.8318620263652249
0,hardness,sitting,PPT_002,PPT_016,0.8762896101323799
0,hardness,sitting,PPT_002,PPT_017,0.5100243691410588
0,hardness,sitting,PPT_002,PPT_018,0.7820332487063761
0,hardness,sitting,PPT_002,PPT_019,0.8305143577089175
0,hardness,sitting,PPT_002,PPT_020,0.6637197018871475
0,hardness,sitting,PPT_003,PPT_004,0.6205604501282803
0,hardness,sitting,PPT_003,PPT_005,0.7217549599813332
0,hardness,sitting,PPT_003,PPT_006,0.5970539114903699
0,hardness,sitting,PPT_003,PPT_007,0.828158010782705
0,hardness,sitting,PPT_003,PPT_008,0.7490943753301353
0,hardness,sitting,PPT_003,PPT_009,0.8265355433563125
0,hardness,sitting,PPT_003,PPT_010,0.7878149593432239
0,hardness,sitting,PPT_003,PPT_011,0.660182599699161
0,hardness,sitting,PPT_003,PPT_012,0.710813872210204
0,hardness,sitting,PPT_003,PPT_013,0.5253185585018776
0,hardness,sitting,PPT_003,PPT_014,0.782436030006476
0,hardness,sitting,PPT_003,PPT_015,0.7317639823489137
0,hardness,sitting,PPT_003,PPT_016,0.7009207961880576
0,hardness,sitting,PPT_003,PPT_017,0.7288407915878762
0,hardness,sitting,PPT_003,PPT_018,0.5268067130585402
0,hardness,sitting,PPT_003,PPT_019,0.4816787609348581
0,hardness,sitting,PPT_003,PPT_020,0.765296955063477
0,hardness,sitting,PPT_004,PPT_005,0.5604719764011798
