,Metric,Condition,participant1,participant2,r
0,roughness,hand,PPT_006,PPT_010,0.867511492668912
0,roughness,hand,PPT_006,PPT_011,0.06587757922144469
0,roughness,hand,PPT_006,PPT_013,0.8072386945176224
0,roughness,hand,PPT_006,PPT_014,0.8518602653281194
0,roughness,hand,PPT_006,PPT_015,0.823228455018454
0,roughness,hand,PPT_006,PPT_016,0.4267770157642839
0,roughness,hand,PPT_006,PPT_017,0.8016224188790559
0,roughness,hand,PPT_006,PPT_018,0.8091751390747427
0,roughness,hand,PPT_006,PPT_019,0.8463289897372117
0,roughness,hand,PPT_006,PPT_020,0.7573997645452801
0,roughness,hand,PPT_007,PPT_008,0.9212644149091999
0,roughness,hand,PPT_007,PPT_009,0.5721701745555474
0,roughness,hand,PPT_007,PPT_010,0.8977817186663994
0,roughness,hand,PPT_007,PPT_011,0.19926013392843356
0,roughness,hand,PPT_007,PPT_013,0.8566151637556902
0,roughness,hand,PPT_007,PPT_014,0.8621260108177471
0,roughness,hand,PPT_007,PPT_015,0.8771302158451794
0,roughness,hand,PPT_007,PPT_016,0.5203565753073088
0,roughness,hand,PPT_007,PPT_017,0.8302585286852416
0,roughness,hand,PPT_007,PPT_018,0.8527038047710096
0,roughness,hand,PPT_007,PPT_019,0.896247425848053
0,roughness,hand,PPT_007,PPT_020,0.8512234162210601
0,roughness,hand,PPT_008,PPT_009,0.5696242008989469
0,roughness,hand,PPT_008,PPT_010,0.7757113444269507
0,roughness,hand,PPT_008,PPT_011,0.22056729870353256
0,roughness,hand,PPT_008,PPT_013,0.7606050966410398
0,roughness,hand,PPT_008,PPT_014,0.8575711243542519
0,roughness,hand,PPT_008,PPT_015,0.8034307356470115
0,roughness,hand,PPT_008,PPT_016,0.4914404870500719
0,roughness,hand,PPT_008,PPT_017,0.7758153871998338
0,roughness,hand,PPT_008,PPT_018,0.8272581532009542
0,roughness,hand,PPT_008,PPT_019,0.8392302389153022
0,roughness,hand,PPT_008,PPT_020,0.8101321968340578
0,roughness,hand,PPT_009,PPT_010,0.5998516872027668
0,roughness,hand,PPT_009,PPT_011,0.0994803540658054
0,roughness,hand,PPT_009,PPT_013,0.5607413560951042
0,roughness,hand,PPT_009,PPT_014,0.7243692989074433
0,roughness,hand,PPT_009,PPT_015,0.5927299703264095
0,roughness,hand,PPT_009,PPT_016,0.08160237388724036
0,roughness,hand,PPT_009,PPT_017,0.5658308787862688
0,roughness,hand,PPT_009,PPT_018,0.44213649851632053
0,roughness,hand,PPT_009,PPT_019,0.40046525628385393
0,roughness,hand,PPT_009,PPT_020,0.6721068249258161
0,roughness,hand,PPT_010,PPT_011,0.35289747399702825
0,roughness,hand,PPT_010,PPT_013,0.9325449301639982
0,roughness,hand,PPT_010,PPT_014,0.7985132318550993
0,roughness,hand,PPT_010,PPT_015,0.7624352509371801
0,roughness,hand,PPT_010,PPT_016,0.6169266733483901
0,roughness,hand,PPT_010,PPT_017,0.8253202340664137
0,roughness,hand,PPT_010,PPT_018,0.7587232974272619
0,roughness,hand,PPT_010,PPT_019,0.8726888011158197
0,roughness,hand,PPT_010,PPT_020,0.7980700046323941
0,roughness,hand,PPT_011,PPT_013,0.4091930059225175
0,roughness,hand,PPT_011,PPT_014,0.1434944634525458
0,roughness,hand,PPT_011,PPT_015,0.0831477586221657
0,roughness,hand,PPT_011,PPT_016,0.7527841718113929
0,roughness,hand,PPT_011,PPT_017,0.462623449588797
0,roughness,hand,PPT_011,PPT_018,0.39643663485925434
0,roughness,hand,PPT_011,PPT_019,0.3146174218614972
0,roughness,hand,PPT_011,PPT_020,0.3637714439719749
0,roughness,hand,PPT_013,PPT_014,0.7826443952404181
0,roughness,hand,PPT_013,PPT_015,0.7296304303218992
0,roughness,hand,PPT_013,PPT_016,0.7148155992493732
0,roughness,hand,PPT_013,PPT_017,0.8308723982912399
0,roughness,hand,PPT_013,PPT_018,0.8237046076324385
0,roughness,hand,PPT_013,PPT_019,0.8475800310553452
0,roughness,hand,PPT_013,PPT_020,0.6703711060317958
0,roughness,hand,PPT_014,PPT_015,0.8506695869220745
0,roughness,hand,PPT_014,PPT_016,0.37147143533715044
0,roughness,hand,PPT_014,PPT_017,0.7296368359549544
0,roughness,hand,PPT_014,PPT_018,0.7161969273300259
0,roughness,hand,PPT_014,PPT_019,0.7818810392037039
0,roughness,hand,PPT_014,PPT_020,0.7236263560367691
0,roughness,hand,PPT_015,PPT_016,0.24109792284866474
0,roughness,hand,PPT_015,PPT_017,0.6005943445417651
0,roughness,hand,PPT_015,PPT_018,0.725519287833828
0,roughness,hand,PPT_015,PPT_019,0.7335625255293026
0,roughness,hand,PPT_015,PPT_020,0.6721068249258161
0,roughness,hand,PPT_016,PPT_017,0.6767781099208313
0,roughness,hand,PPT_016,PPT_018,0.6194362017804155
0,roughness,hand,PPT_016,PPT_019,0.6617033393550035
0,roughness,hand,PPT_016,PPT_020,0.4606824925816024
0,roughness,hand,PPT_017,PPT_018,0.8624298100193326
0,roughness,hand,PPT_017,PPT_019,0.8045349655526579
0,roughness,hand,PPT_017,PPT_020,0.8276663442638362
0,roughness,hand,PPT_018,PPT_019,0.8697955659847444
0,roughness,hand,PPT_018,PPT_020,0.7032640949554896
0,roughness,hand,PPT_019,PPT_020,0.7470361229369836
0,hardness,hand,PPT_001,PPT_002,0.9108349450689436
0,hardness,hand,PPT_001,PPT_003,0.5836418094616531
0,hardness,hand,PPT_001,PPT_004,0.9558823529411766
0,hardness,hand,PPT_001,PPT_005,0.9323529411764706
0,hardness,hand,PPT_001,PPT_006,0.5840733376606898
0,hardness,hand,PPT_001,PPT_007,0.6863041316330909
0,hardness,hand,PPT_001,PPT_008,0.7487122202184843
0,hardness,hand,PPT_001,PPT_009,0.7826106081417621
0,hardness,hand,PPT_001,PPT_010,0.8856148855400954
0,hardness,hand,PPT_001,PPT_011,0.7773537764707596
0,hardness,hand,PPT_001,PPT_013,0.6578199712037062
0,hardness,hand,PPT_001,PPT_014,0.8529308535824696
0,hardness,hand,PPT_001,PPT_015,0.8085428503574398
0,hardness,hand,PPT_001,PPT_016,0.8468344971867539
0,hardness,hand,PPT_001,PPT_017,0.6435942178619328
0,hardness,hand,PPT_001,PPT_018,0.842810166072324
0,hardness,hand,PPT_001,PPT_019,0.7129633525514814
0,hardness,hand,PPT_001,PPT_020,0.6312711831282203
0,hardness,hand,PPT_002,PPT_003,0.5679468242245199
0,hardness,hand,PPT_002,PPT_004,0.9285210605071755
0,hardness,hand,PPT_002,PPT_005,0.8415643262692019
0,hardness,hand,PPT_002,PPT_006,0.5794532255258509
0,hardness,hand,PPT_002,PPT_007,0.6686348684345146
0,hardness,hand,PPT_002,PPT_008,0.8330871491875923
0,hardness,hand,PPT_002,PPT_009,0.7097488921713441
0,hardness,hand,PPT_002,PPT_010,0.7929002758358312
0,hardness,hand,PPT_002,PPT_011,0.7880982479368196
0,hardness,hand,PPT_002,PPT_013,0.6341465146698725
0,hardness,hand,PPT_002,PPT_014,0.8192628554827044
0,hardness,hand,PPT_002,PPT_015,0.7298894976619591
0,hardness,hand,PPT_002,PPT_016,0.7557197629988333
0,hardness,hand,PPT_002,PPT_017,0.720295399108263
0,hardness,hand,PPT_002,PPT_018,0.7529594037321605
0,hardness,hand,PPT_002,PPT_019,0.7115263467186329
0,hardness,hand,PPT_002,PPT_020,0.6770142277827542
0,hardness,hand,PPT_003,PPT_004,0.6764939155123706
0,hardness,hand,PPT_003,PPT_005,0.5335311490533293
0,hardness,hand,PPT_003,PPT_006,0.889874596343271
0,hardness,hand,PPT_003,PPT_007,0.8878231200074185
0,hardness,hand,PPT_003,PPT_008,0.7858197932053176
0,hardness,hand,PPT_003,PPT_009,0.7865583456425407
0,hardness,hand,PPT_003,PPT_010,0.759616215749439
0,hardness,hand,PPT_003,PPT_011,0.6053617267071945
0,hardness,hand,PPT_003,PPT_013,0.8218775341642169
0,hardness,hand,PPT_003,PPT_014,0.7237068804761322
0,hardness,hand,PPT_003,PPT_015,0.8154983770641707
0,hardness,hand,PPT_003,PPT_016,0.8560887940221158
0,hardness,hand,PPT_003,PPT_017,0.7955721723757249
0,hardness,hand,PPT_003,PPT_018,0.49038515193951127
0,hardness,hand,PPT_003,PPT_019,0.8600122474639409
0,hardness,hand,PPT_003,PPT_020,0.8248339281720021
0,hardness,hand,PPT_004,PPT_005,0.9058823529411765
0,hardness,hand,PPT_004,PPT_006,0.6445455771659632
0,hardness,hand,PPT_004,PPT_007,0.7039771994004667
0,hardness,hand,PPT_004,PPT_008,0.7988228806268081
0,hardness,hand,PPT_004,PPT_009,0.834195111503272
0,hardness,hand,PPT_004,PPT_010,0.9254675553893995
0,hardness,hand,PPT_004,PPT_011,0.7938612890985172
0,hardness,hand,PPT_004,PPT_013,0.6902684899626333
0,hardness,hand,PPT_004,PPT_014,0.8691912338067455
0,hardness,hand,PPT_004,PPT_015,0.8291614294193781
0,hardness,hand,PPT_004,PPT_016,0.865980320601411
0,hardness,hand,PPT_004,PPT_017,0.6686310638657152
0,hardness,hand,PPT_004,PPT_018,0.8752827118754609
0,hardness,hand,PPT_004,PPT_019,0.7836580309690333
0,hardness,hand,PPT_004,PPT_020,0.7227170087215605
0,hardness,hand,PPT_005,PPT_006,0.5516248189017626
0,hardness,hand,PPT_005,PPT_007,0.6053025710326188
0,hardness,hand,PPT_005,PPT_008,0.6308047839636048
0,hardness,hand,PPT_005,PPT_009,0.7089184604824624
0,hardness,hand,PPT_005,PPT_010,0.9077552576785977
0,hardness,hand,PPT_005,PPT_011,0.7293319215536472
0,hardness,hand,PPT_005,PPT_013,0.6430706444951029
0,hardness,hand,PPT_005,PPT_014,0.7834546835332911
0,hardness,hand,PPT_005,PPT_015,0.7452143575243434
0,hardness,hand,PPT_005,PPT_016,0.7746694704699695
0,hardness,hand,PPT_005,PPT_017,0.5861567476179618
0,hardness,hand,PPT_005,PPT_018,0.8531423397369584
0,hardness,hand,PPT_005,PPT_019,0.7265006313973956
0,hardness,hand,PPT_005,PPT_020,0.5575245495852039
0,hardness,hand,PPT_006,PPT_007,0.9379626185154443
0,hardness,hand,PPT_006,PPT_008,0.7073172663625501
0,hardness,hand,PPT_006,PPT_009,0.8203993371603245
0,hardness,hand,PPT_006,PPT_010,0.6861585891522859
0,hardness,hand,PPT_006,PPT_011,0.6833228038624112
0,hardness,hand,PPT_006,PPT_013,0.8801775147928993
0,hardness,hand,PPT_006,PPT_014,0.8391421788121193
0,hardness,hand,PPT_006,PPT_015,0.8382579307204955
0,hardness,hand,PPT_006,PPT_016,0.8434278034209742
0,hardness,hand,PPT_006,PPT_017,0.838996483963421
0,hardness,hand,PPT_006,PPT_018,0.42339019740572553
0,hardness,hand,PPT_006,PPT_019,0.8840311937767372
0,hardness,hand,PPT_006,PPT_020,0.8372781065088757
0,hardness,hand,PPT_007,PPT_008,0.7911441268894036
0,hardness,hand,PPT_007,PPT_009,0.8110703315778495
0,hardness,hand,PPT_007,PPT_010,0.7442738177493371
0,hardness,hand,PPT_007,PPT_011,0.6530077614753144
0,hardness,hand,PPT_007,PPT_013,0.9084204887984223
0,hardness,hand,PPT_007,PPT_014,0.8934184058458848
0,hardness,hand,PPT_007,PPT_015,0.8399705014749261
0,hardness,hand,PPT_007,PPT_016,0.8952802359882005
0,hardness,hand,PPT_007,PPT_017,0.857669616519174
0,hardness,hand,PPT_007,PPT_018,0.4974143786944428
0,hardness,hand,PPT_007,PPT_019,0.7908384534759648
0,hardness,hand,PPT_007,PPT_020,0.7784351180435262
0,hardness,hand,PPT_008,PPT_009,0.7858197932053176
0,hardness,hand,PPT_008,PPT_010,0.7352079050194181
0,hardness,hand,PPT_008,PPT_011,0.6632658918704912
0,hardness,hand,PPT_008,PPT_013,0.6385811056815499
0,hardness,hand,PPT_008,PPT_014,0.7918553277676411
0,hardness,hand,PPT_008,PPT_015,0.7077492702303526
0,hardness,hand,PPT_008,PPT_016,0.8634688698326514
0,hardness,hand,PPT_008,PPT_017,0.6789669745692644
0,hardness,hand,PPT_008,PPT_018,0.5628704383498765
0,hardness,hand,PPT_008,PPT_019,0.7326309417484228
0,hardness,hand,PPT_008,PPT_020,0.827790322179787
0,hardness,hand,PPT_009,PPT_010,0.8439358346349658
0,hardness,hand,PPT_009,PPT_011,0.589569681662659
0,hardness,hand,PPT_009,PPT_013,0.6770142277827542
0,hardness,hand,PPT_009,PPT_014,0.872596422928233
0,hardness,hand,PPT_009,PPT_015,0.909963347439025
0,hardness,hand,PPT_009,PPT_016,0.9254615066411492
0,hardness,hand,PPT_009,PPT_017,0.6236164059902483
0,hardness,hand,PPT_009,PPT_018,0.7270718014427444
0,hardness,hand,PPT_009,PPT_019,0.7982059334481273
0,hardness,hand,PPT_009,PPT_020,0.8943091873549485
0,hardness,hand,PPT_010,PPT_011,0.6770507429886445
0,hardness,hand,PPT_010,PPT_013,0.7224280291398394
0,hardness,hand,PPT_010,PPT_014,0.8434727384598819
0,hardness,hand,PPT_010,PPT_015,0.8662253370429227
0,hardness,hand,PPT_010,PPT_016,0.8980066420709479
0,hardness,hand,PPT_010,PPT_017,0.6489299026652612
0,hardness,hand,PPT_010,PPT_018,0.8948148148148147
0,hardness,hand,PPT_010,PPT_019,0.80240699153047
0,hardness,hand,PPT_010,PPT_020,0.720947643834225
0,hardness,hand,PPT_011,PPT_013,0.714930246331818
0,hardness,hand,PPT_011,PPT_014,0.7655471144074087
0,hardness,hand,PPT_011,PPT_015,0.6747997351033743
0,hardness,hand,PPT_011,PPT_016,0.7101177613281612
0,hardness,hand,PPT_011,PPT_017,0.715377892893555
0,hardness,hand,PPT_011,PPT_018,0.533958817329198
0,hardness,hand,PPT_011,PPT_019,0.8181142175114265
0,hardness,hand,PPT_011,PPT_020,0.5824800112219233
0,hardness,hand,PPT_013,PPT_014,0.8213511785546184
0,hardness,hand,PPT_013,PPT_015,0.7355990299538445
0,hardness,hand,PPT_013,PPT_016,0.7813893310152283
0,hardness,hand,PPT_013,PPT_017,0.8522904423360809
0,hardness,hand,PPT_013,PPT_018,0.4485567476011707
0,hardness,hand,PPT_013,PPT_019,0.7920074688272816
0,hardness,hand,PPT_013,PPT_020,0.6360946745562129
0,hardness,hand,PPT_014,PPT_015,0.8497467522047022
0,hardness,hand,PPT_014,PPT_016,0.9230263066195676
0,hardness,hand,PPT_014,PPT_017,0.737236729264707
0,hardness,hand,PPT_014,PPT_018,0.7143924776929343
0,hardness,hand,PPT_014,PPT_019,0.7763833935939382
0,hardness,hand,PPT_014,PPT_020,0.769460761136908
0,hardness,hand,PPT_015,PPT_016,0.881268436578171
0,hardness,hand,PPT_015,PPT_017,0.7876106194690266
0,hardness,hand,PPT_015,PPT_018,0.7664468212572617
0,hardness,hand,PPT_015,PPT_019,0.8751945551800678
0,hardness,hand,PPT_015,PPT_020,0.8345651645058676
0,hardness,hand,PPT_016,PPT_017,0.7116519174041297
0,hardness,hand,PPT_016,PPT_018,0.7043624114350727
0,hardness,hand,PPT_016,PPT_019,0.8232251710945043
0,hardness,hand,PPT_016,PPT_020,0.8330880580200166
0,hardness,hand,PPT_017,PPT_018,0.44272097004156197
0,hardness,hand,PPT_017,PPT_019,0.8217188121355025
0,hardness,hand,PPT_017,PPT_020,0.7149195391519291
0,hardness,hand,PPT_018,PPT_019,0.6069004903015033
0,hardness,hand,PPT_018,PPT_020,0.5862325810233123
0,hardness,hand,PPT_019,PPT_020,0.8508423093687368
0,slipperiness,hand,PPT_001,PPT_002,0.7173480572874771
0,slipperiness,hand,PPT_001,PPT_003,0.6322070934762735
0,slipperiness,hand,PPT_001,PPT_004,0.46686354018817555
0,slipperiness,hand,PPT_001,PPT_005,0.6346906679704016
0,slipperiness,hand,PPT_001,PPT_006,0.6853369732314867
0,slipperiness,hand,PPT_001,PPT_007,0.810613624252296
0,slipperiness,hand,PPT_001,PPT_008,0.7113409776368732
0,slipperiness,hand,PPT_001,PPT_009,0.38291646829314085
0,slipperiness,hand,PPT_001,PPT_010,0.8023633729480183
0,slipperiness,hand,PPT_001,PPT_011,0.2607478944162223
0,slipperiness,hand,PPT_001,PPT_013,0.9039970588959798
0,slipperiness,hand,PPT_001,PPT_014,0.7311740917541014
0,slipperiness,hand,PPT_001,PPT_015,0.7433660661136052
0,slipperiness,hand,PPT_001,PPT_016,0.3362846489561547
0,slipperiness,hand,PPT_001,PPT_017,0.5036824313702083
0,slipperiness,hand,PPT_001,PPT_018,0.7550130524626523
0,slipperiness,hand,PPT_001,PPT_019,0.5917263354139387
0,slipperiness,hand,PPT_001,PPT_020,0.7435428411646139
0,slipperiness,hand,PPT_002,PPT_003,0.6182359000341204
0,slipperiness,hand,PPT_002,PPT_004,0.3673327581146182
0,slipperiness,hand,PPT_002,PPT_005,0.6103703703703703
0,slipperiness,hand,PPT_002,PPT_006,0.7751487771230886
0,slipperiness,hand,PPT_002,PPT_007,0.7855038180388552
0,slipperiness,hand,PPT_002,PPT_008,0.7487084184509221
0,slipperiness,hand,PPT_002,PPT_009,0.186253229466567
0,slipperiness,hand,PPT_002,PPT_010,0.7039232128196591
0,slipperiness,hand,PPT_002,PPT_011,0.05353196840945647
0,slipperiness,hand,PPT_002,PPT_013,0.7546332688665882
0,slipperiness,hand,PPT_002,PPT_014,0.5077836828817417
0,slipperiness,hand,PPT_002,PPT_015,0.5899335442873483
0,slipperiness,hand,PPT_002,PPT_016,0.18208739259057424
0,slipperiness,hand,PPT_002,PPT_017,0.6060620958832735
0,slipperiness,hand,PPT_002,PPT_018,0.8202116455932673
0,slipperiness,hand,PPT_002,PPT_019,0.4803278431037183
0,slipperiness,hand,PPT_002,PPT_020,0.5356088981249206
0,slipperiness,hand,PPT_003,PPT_004,0.3210073220826676
0,slipperiness,hand,PPT_003,PPT_005,0.8035584120347561
0,slipperiness,hand,PPT_003,PPT_006,0.5433025978315288
0,slipperiness,hand,PPT_003,PPT_007,0.7098463097008666
0,slipperiness,hand,PPT_003,PPT_008,0.45784224048196126
0,slipperiness,hand,PPT_003,PPT_009,0.32914345236586884
0,slipperiness,hand,PPT_003,PPT_010,0.6792600046753112
0,slipperiness,hand,PPT_003,PPT_011,0.2857155511097994
0,slipperiness,hand,PPT_003,PPT_013,0.7618694362017805
0,slipperiness,hand,PPT_003,PPT_014,0.4117210682492582
0,slipperiness,hand,PPT_003,PPT_015,0.6925933526405846
0,slipperiness,hand,PPT_003,PPT_016,0.2911114305751334
0,slipperiness,hand,PPT_003,PPT_017,0.32988310057343256
0,slipperiness,hand,PPT_003,PPT_018,0.6565072092901515
0,slipperiness,hand,PPT_003,PPT_019,0.48662758029166703
0,slipperiness,hand,PPT_003,PPT_020,0.6020788593087176
0,slipperiness,hand,PPT_004,PPT_005,0.6134530970525818
0,slipperiness,hand,PPT_004,PPT_006,0.4627307533205746
0,slipperiness,hand,PPT_004,PPT_007,0.5970481330723204
0,slipperiness,hand,PPT_004,PPT_008,0.5523598820058996
0,slipperiness,hand,PPT_004,PPT_009,0.911504424778761
0,slipperiness,hand,PPT_004,PPT_010,0.7230436248241102
0,slipperiness,hand,PPT_004,PPT_011,0.7730106458180044
0,slipperiness,hand,PPT_004,PPT_013,0.5288484684080813
0,slipperiness,hand,PPT_004,PPT_014,0.7647962466209176
0,slipperiness,hand,PPT_004,PPT_015,0.3264405333730916
0,slipperiness,hand,PPT_004,PPT_016,0.9172831277135289
0,slipperiness,hand,PPT_004,PPT_017,0.8333333333333331
0,slipperiness,hand,PPT_004,PPT_018,0.6197266533017696
0,slipperiness,hand,PPT_004,PPT_019,0.9066756215318418
0,slipperiness,hand,PPT_004,PPT_020,0.5558883370258983
0,slipperiness,hand,PPT_005,PPT_006,0.5088762964319513
0,slipperiness,hand,PPT_005,PPT_007,0.8483737093131515
0,slipperiness,hand,PPT_005,PPT_008,0.5343693845409839
0,slipperiness,hand,PPT_005,PPT_009,0.6481908025483304
0,slipperiness,hand,PPT_005,PPT_010,0.7927463311565246
0,slipperiness,hand,PPT_005,PPT_011,0.514501696379776
0,slipperiness,hand,PPT_005,PPT_013,0.7524093987225807
0,slipperiness,hand,PPT_005,PPT_014,0.6308378308501638
0,slipperiness,hand,PPT_005,PPT_015,0.5595856455222527
0,slipperiness,hand,PPT_005,PPT_016,0.526276976145928
0,slipperiness,hand,PPT_005,PPT_017,0.5742807908552482
0,slipperiness,hand,PPT_005,PPT_018,0.8573589121509334
0,slipperiness,hand,PPT_005,PPT_019,0.7230901378408372
0,slipperiness,hand,PPT_005,PPT_020,0.6810096516325168
0,slipperiness,hand,PPT_006,PPT_007,0.7141802067946825
0,slipperiness,hand,PPT_006,PPT_008,0.6715868987587288
0,slipperiness,hand,PPT_006,PPT_009,0.30996318404249024
0,slipperiness,hand,PPT_006,PPT_010,0.7856617075688512
0,slipperiness,hand,PPT_006,PPT_011,0.2590977822191815
0,slipperiness,hand,PPT_006,PPT_013,0.6447092135030811
0,slipperiness,hand,PPT_006,PPT_014,0.7142874753507156
0,slipperiness,hand,PPT_006,PPT_015,0.5528456794557863
0,slipperiness,hand,PPT_006,PPT_016,0.36585375846338797
0,slipperiness,hand,PPT_006,PPT_017,0.6841330276366391
0,slipperiness,hand,PPT_006,PPT_018,0.6869504250548648
0,slipperiness,hand,PPT_006,PPT_019,0.6226877464203848
0,slipperiness,hand,PPT_006,PPT_020,0.7325958083837203
0,slipperiness,hand,PPT_007,PPT_008,0.7143913384598346
0,slipperiness,hand,PPT_007,PPT_009,0.46715879880689604
0,slipperiness,hand,PPT_007,PPT_010,0.8632670502732064
0,slipperiness,hand,PPT_007,PPT_011,0.2509313764758835
0,slipperiness,hand,PPT_007,PPT_013,0.7757236001736268
0,slipperiness,hand,PPT_007,PPT_014,0.7076257268759422
0,slipperiness,hand,PPT_007,PPT_015,0.5905397030550444
0,slipperiness,hand,PPT_007,PPT_016,0.3769402359925816
0,slipperiness,hand,PPT_007,PPT_017,0.6132842998554985
0,slipperiness,hand,PPT_007,PPT_018,0.9554990793419719
0,slipperiness,hand,PPT_007,PPT_019,0.668648032465699
0,slipperiness,hand,PPT_007,PPT_020,0.7681515200140727
0,slipperiness,hand,PPT_008,PPT_009,0.41076696165191734
0,slipperiness,hand,PPT_008,PPT_010,0.6410642148593745
0,slipperiness,hand,PPT_008,PPT_011,0.2707762818844257
0,slipperiness,hand,PPT_008,PPT_013,0.7426068003940052
0,slipperiness,hand,PPT_008,PPT_014,0.5931978624661276
0,slipperiness,hand,PPT_008,PPT_015,0.6861159626778328
0,slipperiness,hand,PPT_008,PPT_016,0.38109347334958205
0,slipperiness,hand,PPT_008,PPT_017,0.6932153392330382
0,slipperiness,hand,PPT_008,PPT_018,0.7012696339993708
0,slipperiness,hand,PPT_008,PPT_019,0.5948206896160694
0,slipperiness,hand,PPT_008,PPT_020,0.5336824114456361
0,slipperiness,hand,PPT_009,PPT_010,0.656573832960811
0,slipperiness,hand,PPT_009,PPT_011,0.8909652453238227
0,slipperiness,hand,PPT_009,PPT_013,0.4622801297273438
0,slipperiness,hand,PPT_009,PPT_014,0.7011865007704351
0,slipperiness,hand,PPT_009,PPT_015,0.33973449174575143
0,slipperiness,hand,PPT_009,PPT_016,0.9379626185154443
0,slipperiness,hand,PPT_009,PPT_017,0.7020648967551621
0,slipperiness,hand,PPT_009,PPT_018,0.47665578716870555
0,slipperiness,hand,PPT_009,PPT_019,0.8785271953731735
0,slipperiness,hand,PPT_009,PPT_020,0.521839251136163
0,slipperiness,hand,PPT_010,PPT_011,0.47177288932381967
0,slipperiness,hand,PPT_010,PPT_013,0.7903712377192552
0,slipperiness,hand,PPT_010,PPT_014,0.8503713035629851
0,slipperiness,hand,PPT_010,PPT_015,0.6279585798816568
0,slipperiness,hand,PPT_010,PPT_016,0.5880177514792899
0,slipperiness,hand,PPT_010,PPT_017,0.680946089977354
0,slipperiness,hand,PPT_010,PPT_018,0.795105700454248
0,slipperiness,hand,PPT_010,PPT_019,0.8620215993074558
0,slipperiness,hand,PPT_010,PPT_020,0.8480376789408697
0,slipperiness,hand,PPT_011,PPT_013,0.3906267300329288
0,slipperiness,hand,PPT_011,PPT_014,0.5453893202174035
0,slipperiness,hand,PPT_011,PPT_015,0.25631755404207524
0,slipperiness,hand,PPT_011,PPT_016,0.9390880820556032
0,slipperiness,hand,PPT_011,PPT_017,0.6387352841164124
0,slipperiness,hand,PPT_011,PPT_018,0.30872491805367486
0,slipperiness,hand,PPT_011,PPT_019,0.7287638495430828
0,slipperiness,hand,PPT_011,PPT_020,0.390916835331017
0,slipperiness,hand,PPT_013,PPT_014,0.6750741839762612
0,slipperiness,hand,PPT_013,PPT_015,0.7711119573249717
0,slipperiness,hand,PPT_013,PPT_016,0.43555603353226074
0,slipperiness,hand,PPT_013,PPT_017,0.5436414325593564
0,slipperiness,hand,PPT_013,PPT_018,0.7933105235703188
0,slipperiness,hand,PPT_013,PPT_019,0.6500750118400133
0,slipperiness,hand,PPT_013,PPT_020,0.6020788593087176
0,slipperiness,hand,PPT_014,PPT_015,0.6311118036896022
0,slipperiness,hand,PPT_014,PPT_016,0.6503710840838858
0,slipperiness,hand,PPT_014,PPT_017,0.73373102190324
0,slipperiness,hand,PPT_014,PPT_018,0.6743511198484342
0,slipperiness,hand,PPT_014,PPT_019,0.8974749877745554
0,slipperiness,hand,PPT_014,PPT_020,0.7780254556788361
0,slipperiness,hand,PPT_015,PPT_016,0.2677514792899408
0,slipperiness,hand,PPT_015,PPT_017,0.35081279038963464
0,slipperiness,hand,PPT_015,PPT_018,0.5167073459534608
0,slipperiness,hand,PPT_015,PPT_019,0.5289340794373631
0,slipperiness,hand,PPT_015,PPT_020,0.5796900917235664
0,slipperiness,hand,PPT_016,PPT_017,0.7621869466991641
0,slipperiness,hand,PPT_016,PPT_018,0.4179687295571817
0,slipperiness,hand,PPT_016,PPT_019,0.8427336805621943
0,slipperiness,hand,PPT_016,PPT_020,0.439585964695748
0,slipperiness,hand,PPT_017,PPT_018,0.6627220431241412
0,slipperiness,hand,PPT_017,PPT_019,0.8437120367032417
0,slipperiness,hand,PPT_017,PPT_020,0.5973393981090547
0,slipperiness,hand,PPT_018,PPT_019,0.6485482065934935
0,slipperiness,hand,PPT_018,PPT_020,0.6480661937386537
0,slipperiness,hand,PPT_019,PPT_020,0.7011154354183974
